,Mana,DBFLD,Name,Rarity,Card Set,Class,N,G,W1,W2,Type,Tribe,ATK,HP,Card Text,Keywords,Format,Tier List,,#Rarity,#Collection,#Class,(N) P-Total,(N) U-Total,(N) Gold,Missing,Use W1?,Use W2?,1-W1,1-W2,W-Total,(G) P-Total,(G) U-Total,(G) Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,1688,Angry Chicken,Rare,Classic,Neutral,2,0,5%,5%,Minion,Beast,1,1,Has +5 Attack while damaged.,Enrage,Standard,FALSE,,2,1,10,2,1,0,0,FALSE,FALSE,95%,95%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,997,Bloodsail Corsair,Rare,Classic,Neutral,2,1,65%,65%,Minion,Pirate,1,2,Battlecry: Remove 1 Durability from your opponent's weapon.,Battlecry,Standard,FALSE,,2,1,10,2,1,100,0,FALSE,FALSE,35%,35%,2,1,1,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,1655,Lightwarden,Rare,Classic,Neutral,2,0,40%,40%,Minion,,1,2,"Whenever a character is healed, gain +2 Attack.",,Standard,FALSE,,2,1,10,2,1,0,0,FALSE,FALSE,60%,60%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,475,Murloc Tidecaller,Rare,Classic,Neutral,2,1,90%,90%,Minion,Murloc,1,2,"Whenever you summon a Murloc, gain +1 Attack.",,Standard,FALSE,,2,1,10,2,1,100,0,FALSE,FALSE,10%,10%,2,1,1,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,481,Savagery,Rare,Classic,Druid,2,2,5%,5%,Spell,,,,Deal damage equal to your hero's Attack to a minion.,,Standard,FALSE,,2,1,1,2,1,200,0,FALSE,FALSE,95%,95%,2,2,1,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,158,Secretkeeper,Rare,Classic,Neutral,2,1,55%,55%,Minion,,1,2,"Whenever a Secret is played, gain +1/+1.",,Standard,FALSE,,2,1,10,2,1,100,0,FALSE,FALSE,45%,45%,2,1,1,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,511,Upgrade!,Rare,Classic,Warrior,2,1,40%,40%,Spell,,,,"If you have a weapon, give it +1/+1. Otherwise equip a 1/3 weapon.",,Standard,FALSE,,2,1,9,2,1,100,0,FALSE,FALSE,60%,60%,2,1,1,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,1634,Young Priestess,Rare,Classic,Neutral,2,0,30%,30%,Minion,,2,1,"At the end of your turn, give another random friendly minion +1 Health.",,Standard,FALSE,,2,1,10,2,1,0,0,FALSE,FALSE,70%,70%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,404,Ancestral Spirit,Rare,Classic,Shaman,2,0,40%,40%,Spell,,,,"Give a minion ""Deathrattle: Resummon this minion.""",,Standard,FALSE,,2,1,7,2,1,0,0,FALSE,FALSE,60%,60%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,605,Ancient Watcher,Rare,Classic,Neutral,2,0,25%,25%,Minion,,4,5,Can't attack.,Can't Attack,Standard,FALSE,,2,1,10,2,1,0,0,FALSE,FALSE,75%,75%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,596,Armorsmith,Rare,Classic,Warrior,2,0,55%,55%,Minion,,1,4,"Whenever a friendly minion takes damage, gain 1 Armor.",,Standard,FALSE,,2,1,9,2,1,0,0,FALSE,FALSE,45%,45%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,1026,Commanding Shout,Rare,Classic,Warrior,2,0,20%,20%,Spell,,,,Your minions can't be reduced below 1 Health this turn. Draw a card.,,Standard,FALSE,,2,1,9,2,1,0,0,FALSE,FALSE,80%,80%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,801,Crazed Alchemist,Rare,Classic,Neutral,2,1,55%,35%,Minion,,2,2,Battlecry: Swap the Attack and Health of a minion.,Battlecry,Standard,FALSE,,2,1,10,2,1,100,0,FALSE,FALSE,45%,65%,2,1,1,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,756,Equality,Rare,Classic,Paladin,2,0,100%,100%,Spell,,,,Change the Health of ALL minions to 1.,,Standard,FALSE,,2,1,4,2,1,0,0,FALSE,FALSE,0%,0%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,896,Flare,Rare,Classic,Hunter,2,1,60%,50%,Spell,,,,All minions lose Stealth. Destroy all enemy Secrets. Draw a card.,,Standard,FALSE,,2,1,2,2,1,100,0,FALSE,FALSE,40%,50%,2,1,1,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,1073,Knife Juggler,Rare,Classic,Neutral,2,0,100%,100%,Minion,,2,2,"After you summon a minion, deal 1 damage to a random enemy.",,Standard,FALSE,,2,1,10,2,1,0,0,FALSE,FALSE,0%,0%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,797,Lightwell,Rare,Classic,Priest,2,1,20%,20%,Minion,,0,5,"At the start of your turn, restore 3 Health to a damaged friendly character.",,Standard,FALSE,,2,1,5,2,1,100,0,FALSE,FALSE,80%,80%,2,1,1,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,12,Mana Addict,Rare,Classic,Neutral,2,0,30%,30%,Minion,,1,3,"Whenever you cast a spell, gain +2 Attack this turn.",,Standard,FALSE,,2,1,10,2,1,0,0,FALSE,FALSE,70%,70%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,715,Mana Wraith,Rare,Classic,Neutral,2,0,22%,22%,Minion,,2,2,ALL minions cost (1) more.,,Standard,FALSE,,2,1,10,2,1,0,0,FALSE,FALSE,78%,78%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,351,Master Swordsmith,Rare,Classic,Neutral,2,1,15%,15%,Minion,,1,3,"At the end of your turn, give another random friendly minion +1 Attack.",,Standard,FALSE,,2,1,10,2,1,100,0,FALSE,FALSE,85%,85%,2,1,1,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,1091,Misdirection,Rare,Classic,Hunter,2,0,15%,15%,Spell,,,,"Secret: When an enemy attacks your hero, instead it attacks another random character.",Secret,Standard,FALSE,,2,1,2,2,1,0,0,FALSE,FALSE,85%,85%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,37,Pint-Sized Summoner,Rare,Classic,Neutral,2,0,20%,20%,Minion,,2,2,The first minion you play each turn costs (1) less.,,Standard,FALSE,,2,1,10,2,1,0,0,FALSE,FALSE,80%,80%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,891,Sunfury Protector,Rare,Classic,Neutral,2,1,65%,65%,Minion,,2,3,Battlecry: Give adjacent minions Taunt.,Battlecry,Standard,FALSE,,2,1,10,2,1,100,0,FALSE,FALSE,35%,35%,2,1,1,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,1014,Wild Pyromancer,Rare,Classic,Neutral,2,1,90%,90%,Minion,,3,2,"After you cast a spell, deal 1 damage to ALL minions.",,Standard,FALSE,,2,1,10,2,1,100,0,FALSE,FALSE,10%,10%,2,1,1,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1658,Alarm-o-Bot,Rare,Classic,Neutral,2,1,0%,0%,Minion,Mech,0,3,"At the start of your turn, swap this minion with a    random one in your hand.",,Standard,FALSE,,2,1,10,2,1,100,0,FALSE,FALSE,100%,100%,2,1,1,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1167,Aldor Peacekeeper,Rare,Classic,Paladin,2,0,70%,70%,Minion,,3,3,Battlecry: Change an enemy minion's Attack to 1.,Battlecry,Standard,FALSE,,2,1,4,2,1,0,0,FALSE,FALSE,30%,30%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,466,Arcane Golem,Rare,Classic,Neutral,2,1,0%,0%,Minion,,4,4,Battlecry: Give your opponent a Mana Crystal.,Battlecry,Standard,FALSE,,2,1,10,2,1,100,0,FALSE,FALSE,100%,100%,2,1,1,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,453,Coldlight Seer,Rare,Classic,Neutral,2,1,60%,60%,Minion,Murloc,2,3,Battlecry: Give your other Murlocs +2 Health.,Battlecry,Standard,FALSE,,2,1,10,2,1,100,0,FALSE,FALSE,40%,40%,2,1,1,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,113,Counterspell,Rare,Classic,Mage,2,1,100%,65%,Spell,,,,"Secret: When your opponent casts a spell, Counter it.",Secret,Standard,FALSE,,2,1,3,2,1,100,0,FALSE,FALSE,0%,35%,2,1,1,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,979,Demolisher,Rare,Classic,Neutral,2,0,15%,15%,Minion,Mech,1,4,"At the start of your turn, deal 2 damage to a random enemy.",,Standard,FALSE,,2,1,10,2,1,0,0,FALSE,FALSE,85%,85%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,679,Divine Favor,Rare,Classic,Paladin,2,1,90%,75%,Spell,,,,Draw cards until you have as many in hand as your opponent.,,Standard,FALSE,,2,1,4,2,1,100,0,FALSE,FALSE,10%,25%,2,1,1,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1662,Eaglehorn Bow,Rare,Classic,Hunter,2,2,90%,90%,Weapon,,3,,"Whenever a friendly Secret is revealed, gain +1 Durability.",,Standard,FALSE,,2,1,2,2,1,200,0,FALSE,FALSE,10%,10%,2,2,1,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1098,Emperor Cobra,Rare,Classic,Neutral,2,0,25%,25%,Minion,Beast,2,3,Poisonous,Poisonous,Standard,FALSE,,2,1,10,2,1,0,0,FALSE,FALSE,75%,75%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,517,Felguard,Rare,Classic,Warlock,2,0,15%,15%,Minion,Demon,3,5,Taunt Battlecry: Destroy one of your Mana Crystals.,Battlecry; Taunt,Standard,FALSE,,2,1,8,2,1,0,0,FALSE,FALSE,85%,85%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,238,Feral Spirit,Rare,Classic,Shaman,2,1,65%,65%,Spell,,,,Summon two 2/3 Spirit Wolves with Taunt. Overload: (2),Overload,Standard,FALSE,,2,1,7,2,1,100,0,FALSE,FALSE,35%,35%,2,1,1,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,654,Frothing Berserker,Rare,Classic,Warrior,2,0,85%,85%,Minion,,2,4,"Whenever a minion takes damage, gain +1 Attack.",,Standard,FALSE,,2,1,9,2,1,0,0,FALSE,FALSE,15%,15%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,708,Headcrack,Rare,Classic,Rogue,2,1,25%,25%,Spell,,,,Deal 2 damage to the enemy hero. Combo: Return this to your hand next turn.,Combo,Standard,FALSE,,2,1,6,2,1,100,0,FALSE,FALSE,75%,75%,2,1,1,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,926,Imp Master,Rare,Classic,Neutral,2,1,25%,25%,Minion,,1,5,"At the end of your turn, deal 1 damage to this minion  and summon a 1/1 Imp.",,Standard,FALSE,,2,1,10,2,1,100,0,FALSE,FALSE,75%,75%,2,1,1,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1109,Injured Blademaster,Rare,Classic,Neutral,2,0,30%,30%,Minion,,4,7,Battlecry: Deal 4 damage to HIMSELF.,Battlecry,Standard,FALSE,,2,1,10,2,1,0,0,FALSE,FALSE,70%,70%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,748,Kirin Tor Mage,Rare,Classic,Mage,2,1,65%,65%,Minion,,4,3,Battlecry: The next Secret you play this turn costs (0).,Battlecry,Standard,FALSE,,2,1,3,2,1,100,0,FALSE,FALSE,35%,35%,2,1,1,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,864,Lava Burst,Rare,Classic,Shaman,2,0,65%,65%,Spell,,,,Deal 5 damage. Overload: (2),Overload,Standard,FALSE,,2,1,7,2,1,0,0,FALSE,FALSE,35%,35%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,629,Lightning Storm,Rare,Classic,Shaman,2,1,75%,75%,Spell,,,,Deal 2-3 damage to all enemy minions. Overload: (2),Overload,Standard,FALSE,,2,1,7,2,1,100,0,FALSE,FALSE,25%,25%,2,1,1,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,513,Mana Tide Totem,Rare,Classic,Shaman,2,0,80%,80%,Minion,Totem,0,3,"At the end of your turn, draw a card.",,Standard,FALSE,,2,1,7,2,1,0,0,FALSE,FALSE,20%,20%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,734,Mind Control Tech,Rare,Classic,Neutral,2,0,70%,40%,Minion,,3,3,"Battlecry: If your opponent has 4 or more minions, take  control of one at random.",Battlecry,Standard,FALSE,,2,1,10,2,1,0,0,FALSE,FALSE,30%,60%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,391,Perdition's Blade,Rare,Classic,Rogue,2,0,25%,25%,Weapon,,2,,Battlecry: Deal 1 damage. Combo: Deal 2 instead.,Battlecry; Combo,Standard,FALSE,,2,1,6,2,1,0,0,FALSE,FALSE,75%,75%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,791,Questing Adventurer,Rare,Classic,Neutral,2,1,65%,65%,Minion,,2,2,"Whenever you play a card, gain +1/+1.",,Standard,FALSE,,2,1,10,2,1,100,0,FALSE,FALSE,35%,35%,2,1,1,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1117,SI:7 Agent,Rare,Classic,Rogue,2,2,100%,100%,Minion,,3,3,Combo: Deal 2 damage.,Combo,Standard,FALSE,,2,1,6,2,1,200,0,FALSE,FALSE,0%,0%,2,2,1,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,286,Vaporize,Rare,Classic,Mage,2,2,20%,5%,Spell,,,,"Secret: When a minion attacks your hero, destroy it.",Secret,Standard,FALSE,,2,1,3,2,1,200,0,FALSE,FALSE,80%,95%,2,2,1,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1221,Void Terror,Rare,Classic,Warlock,2,1,35%,35%,Minion,Demon,3,3,Battlecry: Destroy both adjacent minions and gain  their Attack and Health.,Battlecry,Standard,FALSE,,2,1,8,2,1,100,0,FALSE,FALSE,65%,65%,2,1,1,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,915,Ancient Mage,Rare,Classic,Neutral,2,0,15%,15%,Minion,,2,5,Battlecry: Give adjacent minions Spell Damage +1.,Battlecry,Standard,FALSE,,2,1,10,2,1,0,0,FALSE,FALSE,85%,85%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,237,Auchenai Soulpriest,Rare,Classic,Priest,2,0,50%,50%,Minion,,3,5,Your cards and powers that restore Health now deal damage instead.,,Standard,FALSE,,2,1,5,2,1,0,0,FALSE,FALSE,50%,50%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,577,Bite,Rare,Classic,Druid,2,1,30%,30%,Spell,,,,Give your hero +4 Attack this turn. Gain 4 Armor.,,Standard,FALSE,,2,1,1,2,1,100,0,FALSE,FALSE,70%,70%,2,1,1,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,1064,Blade Flurry,Rare,Classic,Rogue,1,1,5%,5%,Spell,,,,Destroy your weapon and deal its damage to all enemy minions.,,Standard,FALSE,,2,1,6,2,1,0,0,FALSE,FALSE,95%,95%,2,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,763,Defender of Argus,Rare,Classic,Neutral,2,0,40%,40%,Minion,,2,3,Battlecry: Give adjacent minions +1/+1 and Taunt.,Battlecry,Standard,FALSE,,2,1,10,2,1,0,0,FALSE,FALSE,60%,60%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,1737,Ethereal Arcanist,Rare,Classic,Mage,2,0,40%,40%,Minion,,3,3,"If you control a Secret at the end of your turn, gain +2/+2.",,Standard,FALSE,,2,1,3,2,1,0,0,FALSE,FALSE,60%,60%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,601,Keeper of the Grove,Rare,Classic,Druid,1,0,35%,15%,Minion,,2,2,Choose One - Deal 2 damage; or Silence a minion.,Choose One,Standard,FALSE,,2,1,1,1,1,0,1,FALSE,TRUE,65%,85%,1.85,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,1366,Mass Dispel,Rare,Classic,Priest,2,1,40%,40%,Spell,,,,Silence all enemy minions. Draw a card.,Silence,Standard,FALSE,,2,1,5,2,1,100,0,FALSE,FALSE,60%,60%,2,1,1,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,887,Master of Disguise,Rare,Classic,Rogue,2,0,5%,5%,Minion,,4,4,Battlecry: Give a friendly minion Stealth until your next turn.,Battlecry,Standard,FALSE,,2,1,6,2,1,0,0,FALSE,FALSE,95%,95%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,804,Mortal Strike,Rare,Classic,Warrior,2,1,55%,55%,Spell,,,,"Deal 4 damage. If you have 12 or less Health, deal 6 instead.",,Standard,FALSE,,2,1,9,2,1,100,0,FALSE,FALSE,45%,45%,2,1,1,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,220,Shadow Madness,Rare,Classic,Priest,2,0,40%,35%,Spell,,,,Gain control of an enemy minion with 3 or less Attack until end of turn.,,Standard,FALSE,,2,1,5,2,1,0,0,FALSE,FALSE,60%,65%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,147,Shadowflame,Rare,Classic,Warlock,2,1,45%,35%,Spell,,,,Destroy a friendly minion and deal its Attack damage to all enemy minions.,,Standard,FALSE,,2,1,8,2,1,100,0,FALSE,FALSE,55%,65%,2,1,1,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,1037,Twilight Drake,Rare,Classic,Neutral,2,1,75%,60%,Minion,Dragon,4,1,Battlecry: Gain +1 Health for each card in your hand.,Battlecry,Standard,FALSE,,2,1,10,2,1,100,0,FALSE,FALSE,25%,40%,2,1,1,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,1029,Violet Teacher,Rare,Classic,Neutral,2,2,40%,40%,Minion,,3,5,"Whenever you cast a spell, summon a 1/1 Violet Apprentice.",,Standard,FALSE,,2,1,10,2,1,200,0,FALSE,FALSE,60%,60%,2,2,1,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,440,Abomination,Rare,Classic,Neutral,2,0,20%,20%,Minion,,4,4,Taunt. Deathrattle: Deal 2 damage to ALL characters.,Deathrattle; Taunt,Standard,FALSE,,2,1,10,2,1,0,0,FALSE,FALSE,80%,80%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,1522,Blessed Champion,Rare,Classic,Paladin,2,0,20%,20%,Spell,,,,Double a minion's Attack.,,Standard,FALSE,,2,1,4,2,1,0,0,FALSE,FALSE,80%,80%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,631,Doomguard,Rare,Classic,Warlock,2,0,90%,90%,Minion,Demon,5,7,Charge. Battlecry: Discard two random cards.,Battlecry; Charge,Standard,FALSE,,2,1,8,2,1,0,0,FALSE,FALSE,10%,10%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,394,Explosive Shot,Rare,Classic,Hunter,2,0,20%,20%,Spell,,,,Deal 5 damage to a minion and 2 damage to adjacent ones.,,Standard,FALSE,,2,1,2,2,1,0,0,FALSE,FALSE,80%,80%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,435,Holy Wrath,Rare,Classic,Paladin,2,1,35%,35%,Spell,,,,Draw a card and deal damage equal to its Cost.,,Standard,FALSE,,2,1,4,2,1,100,0,FALSE,FALSE,65%,65%,2,1,1,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,95,Nourish,Rare,Classic,Druid,2,0,100%,100%,Spell,,,,Choose One - Gain 2 Mana Crystals; or Draw 3 cards.,Choose One,Standard,FALSE,,2,1,1,2,1,0,0,FALSE,FALSE,0%,0%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,1371,Stampeding Kodo,Rare,Classic,Neutral,2,0,40%,35%,Minion,Beast,3,5,Battlecry: Destroy a random enemy minion with 2 or less Attack.,Battlecry,Standard,FALSE,,2,1,10,2,1,0,0,FALSE,FALSE,60%,65%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,86,Starfall,Rare,Classic,Druid,2,0,40%,40%,Spell,,,,Choose One - Deal 5 damage to a minion; or 2 damage to all enemy minions.,Choose One,Standard,FALSE,,2,1,1,2,1,0,0,FALSE,FALSE,60%,60%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6,281,Argent Commander,Rare,Classic,Neutral,2,0,40%,40%,Minion,,4,2,Charge Divine Shield,Charge; Divine Shield,Standard,FALSE,,2,1,10,2,1,0,0,FALSE,FALSE,60%,60%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6,457,Blizzard,Rare,Classic,Mage,2,1,100%,80%,Spell,,,,Deal 2 damage to all enemy minions and Freeze them.,Freeze,Standard,FALSE,,2,1,3,2,1,100,0,FALSE,FALSE,0%,20%,2,1,1,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6,932,Gadgetzan Auctioneer,Rare,Classic,Neutral,2,0,90%,90%,Minion,,4,4,"Whenever you cast a spell, draw a card.",,Standard,FALSE,,2,1,10,2,1,0,0,FALSE,FALSE,10%,10%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6,1365,Holy Fire,Rare,Classic,Priest,2,0,40%,30%,Spell,,,,Deal 5 damage. Restore 5 Health to your hero.,,Standard,FALSE,,2,1,5,2,1,0,0,FALSE,FALSE,60%,70%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6,1261,Savannah Highmane,Rare,Classic,Hunter,2,0,80%,80%,Minion,Beast,6,5,Deathrattle: Summon two 2/2 Hyenas.,Deathrattle,Standard,FALSE,,2,1,2,2,1,0,0,FALSE,FALSE,20%,20%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6,1100,Siphon Soul,Rare,Classic,Warlock,2,1,100%,80%,Spell,,,,Destroy a minion. Restore 3 Health to your hero.,,Standard,FALSE,,2,1,8,2,1,100,0,FALSE,FALSE,0%,20%,2,1,1,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6,759,Sunwalker,Rare,Classic,Neutral,2,0,30%,30%,Minion,,4,5,Taunt Divine Shield,Divine Shield; Taunt,Standard,FALSE,,2,1,10,2,1,0,0,FALSE,FALSE,70%,70%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7,134,Ravenholdt Assassin,Rare,Classic,Neutral,2,0,25%,25%,Minion,,7,5,Stealth,Stealth,Standard,FALSE,,2,1,10,2,1,0,0,FALSE,FALSE,75%,75%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,1158,Preparation,Epic,Classic,Rogue,1,1,100%,100%,Spell,,,,The next spell you cast this turn costs (3) less.,,Standard,FALSE,,3,1,6,2,1,0,0,FALSE,FALSE,0%,0%,2,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,903,Bestial Wrath,Epic,Classic,Hunter,2,0,5%,5%,Spell,,,,Give a friendly Beast +2 Attack and Immune this turn.,,Standard,FALSE,,3,1,2,2,1,0,0,FALSE,FALSE,95%,95%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,443,Hungry Crab,Epic,Classic,Neutral,1,0,38%,30%,Minion,Beast,1,2,Battlecry: Destroy a Murloc and gain +2/+2.,Battlecry,Standard,FALSE,,3,1,10,1,1,0,1,FALSE,TRUE,62%,70%,1.7,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,546,Shield Slam,Epic,Classic,Warrior,2,0,85%,85%,Spell,,,,Deal 1 damage to a minion for each Armor you have.,,Standard,FALSE,,3,1,9,2,1,0,0,FALSE,FALSE,15%,15%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,138,Doomsayer,Epic,Classic,Neutral,2,0,100%,60%,Minion,,0,7,"At the start of your turn, destroy ALL minions.",,Standard,FALSE,,3,1,10,2,1,0,0,FALSE,FALSE,0%,40%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,1133,Patient Assassin,Epic,Classic,Rogue,2,0,25%,25%,Minion,,1,1,Stealth  Poisonous,Poisonous; Stealth,Standard,FALSE,,3,1,6,2,1,0,0,FALSE,FALSE,75%,75%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,455,Snake Trap,Epic,Classic,Hunter,2,1,35%,35%,Spell,,,,"Secret: When one of your minions is attacked, summon three 1/1 Snakes.",Secret,Standard,FALSE,,3,1,2,2,1,400,0,FALSE,FALSE,65%,65%,2,1,1,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,755,Blood Knight,Epic,Classic,Neutral,2,0,25%,10%,Minion,,3,3,Battlecry: All minions lose Divine Shield. Gain +3/+3 for each Shield lost.,Battlecry,Standard,FALSE,,3,1,10,2,1,0,0,FALSE,FALSE,75%,90%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
